program_code,fe_raw,se,fe,program_name,tstat
HPC,0.005142245727658409,0.004738003999161752,-0.0057652919778656605,Big Data and High-Performance Computing,1.0853189926745896
CCDF,0.0032537095239282693,0.014332523720659712,-0.007653828181595801,Currency Crises: Diagnosis and Frameworks,0.2270158129400608
EFBEM,0.0029402654539761857,0.004212640879138028,-0.007967272251547884,Behavioral Macro,0.6979625224018169
ENT,0.0010345388816528512,0.0030071228662120818,-0.009872998823871219,Entrepreneurship,0.34402946859168637
AG,0.0,,-0.01090753770552407,Aging,
PRMP,-0.002545058202674042,0.0033731007405922507,-0.013452595908198112,Macroeconomics and Productivity,-0.7545159182607689
LS,-0.0031825414028019503,0.0006156478417068754,-0.01409007910832602,Labor Studies,-5.169418598103742
DAE,-0.004386488599773269,0.0010580500746354107,-0.015294026305297338,Development of the American Economy,-4.145823250647935
IFMDS,-0.0052212236067969535,0.004420444230428738,-0.01612876131232102,IFM Data Session,-1.18115359783434
PPL,-0.005761278404886414,0.0011059775764061298,-0.016668816110410482,Personnel Economics,-5.209218096091665
HF,-0.007510362045979126,0.0037034659773265517,-0.018417899751503194,Household Finance,-2.027927917242725
CH,-0.008933826237236712,0.0024661566075865277,-0.01984136394276078,Children and Families,-3.622570525226979
CRA,-0.009492705186229258,0.0038480650188426856,-0.02040024289175333,Capital and Risk Allocation,-2.4668775448820797
EFCE,-0.009577118553783187,0.0021419128856541188,-0.020484656259307257,Economic Fluctuations and Growth: Consumption and the Economy,-4.471292281739288
RISK,-0.010481325471001512,0.0019301510825023341,-0.02138886317652558,Risks of Financial Institutions,-5.430313495155547
EFEG,-0.012293361839159451,0.005303129746512139,-0.02320089954468352,EFG Program Meeting,-2.318133333857196
EFSF,-0.012569419796180037,0.0014982722848306037,-0.02347695750170411,Financial Frictions and the Macroeconomy,-8.389276050448434
EFG,-0.013606887364923857,0.0016023018925201617,-0.024514425070447925,Economic Growth and Long-Run Macroeconomic Development,-8.492087183097826
EFFE,-0.015377229698048354,0.0007822944404799284,-0.026284767403572426,Forecasting and Empirical Methods,-19.65657545593013
POL,-0.015430613501866582,0.0023816829964447123,-0.02633815120739065,Political Economy,-6.478869574540704
URB,-0.015910654682402853,0.004396320578713606,-0.026818192387926924,Urban Economics,-3.6190842768473495
EE,-0.01593124159938142,0.005928873142712204,-0.02683877930490549,Environmental Economics,-2.6870606295505195
GE,-0.016134709629647973,0.006463055811438846,-0.02704224733517204,Gender in the Economy,-2.4964521582950656
IO,-0.016147603966619815,0.0009352771059226171,-0.027055141672143887,Industrial Organization,-17.265047828462333
LE,-0.018004224857577297,0.0007628519045126441,-0.028911762563101365,Law and Economics,-23.601205884226616
PENS,-0.018079633619722143,0.0006537240956887192,-0.02898717132524621,Economics of National Security,-27.65636717226198
EFEL,-0.018662228197850496,0.0009978700316898076,-0.029569765903374567,Capital Markets and the Economy,-18.702062999374387
MEFM,-0.01969414398765903,0.0037642422214915483,-0.0306016816931831,"Macro, Money and Financial Frictions",-5.231901357255219
IAP,-0.02165341182181273,0.003914701815773855,-0.0325609495273368,International Asset Pricing,-5.53130553508896
ITI,-0.022927513313641144,0.0007214171084325135,-0.033835051019165216,International Trade & Investment,-31.781216505189033
IPM,-0.025082163441759446,0.0062428392745670904,-0.03598970114728352,Impulse and Propagation Mechanisms,-4.017749350674861
DEM,-0.025170604961253673,0.006705359732303823,-0.036078142666777745,Dynamic Equilibrium Models,-3.7538038175627566
IFM,-0.02581785187217142,0.0006156584634557112,-0.03672538957769549,International Finance & Macroeconomics,-41.93534793179804
CF,-0.025945063994250034,0.0005992666296325013,-0.036852601699774105,Corporate Finance,-43.294691730391826
PRINN,-0.026190866535740168,0.0018258702458461705,-0.03709840424126424,Innovation,-14.344319699236037
HEBNH,-0.02728732373442683,0.007439513204699968,-0.0381948614399509,Health Economics: Behavioral and New Health,-3.667891027760776
IEG,-0.027843452402347986,0.007677235719178181,-0.03875099010787206,International Economics and Geopolitics,-3.6267549181528222
IASE,-0.028640040663522794,0.0059868543739561575,-0.03954757836904686,International Aspects of the U.S. Economy,-4.783821164602212
PRB,-0.02895755145096725,0.0048443891237722955,-0.03986508915649132,Productivity and Business,-5.977544476942882
ITM,-0.029224973566588874,0.0031044895926377767,-0.040132511272112946,International Trade & Macroeconomics,-9.413777271437857
PRIPE,-0.030074925075403474,0.0033648329110100386,-0.04098246278092754,"Productivity, Innovation, and the Economy",-8.938014418783052
AP,-0.030608498841266117,0.0010439357251280964,-0.04151603654679019,Asset Pricing,-29.32029061225038
ME,-0.03138225684559347,0.0010845419291550897,-0.04228979455111754,Monetary Economics,-28.935955357707336
EM,-0.03338292738042438,0.009607998314334823,-0.04429046508594845,Frontier Econometric Methods,-3.474493467657892
PEPF,-0.03386872199525979,0.002314178952028229,-0.04477625970078386,Public Economics and Public Finance,-14.635308114601957
LBAPRE,-0.03448130976849588,0.008671402501953666,-0.04538884747401995,"Labor, Applied Price, and Real-Economy Workshop",-3.976439769775102
MM,-0.03903034078207962,0.008521509514858609,-0.04993787848760369,Macroeconomic Models,-4.580214422576658
EFJK,-0.04013931065676878,0.0023354088609374673,-0.051046848362292854,Economic Fluctuations and Growth Workshop,-17.187273426999106
FMS,-0.042781702763059815,0.0138808233880278,-0.053689240468583886,Financial Market Structure,-3.0820724078918116
PRBB,-0.044899545990021494,0.004780772973318539,-0.055807083695545566,Productivity and Business Cycles,-9.391691728640025
AMRE,-0.05339276178381881,0.009627323267166123,-0.06430029948934288,Asset Markets and Real Estate,-5.545961250300405
PRIO,-0.056547391012878916,0.00987717434612048,-0.06745492871840299,Industrial Organization and Productivity,-5.7250574943115575
PEC,-0.06341295714273784,0.014332523720659608,-0.0743204948482619,Public Economics: Corporate Taxation,-4.424409711691687
