year,program_code,program_name,organizer_names,organizer_count,included_in_target_scope,agenda_captured,http_status,papers_total,papers_with_program_year_organizer,program_year_organizer_share,source_url,coverage_note
2022,PRMP,Macroeconomics and Productivity,Susanto Basu; Nicholas Bloom; Raffaella Sadun; Chad Syverson,4,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22PRMP,captured official printable agenda
2022,EFMM,Micro Data and Macro Models,Erik Hurst; Greg Kaplan; Giovanni L. Violante,3,1,1,200,16,1,0.0625,https://conference.nber.org/agenda/simple_printable?conf_id=SI22EFMM,captured official printable agenda
2022,ME,Monetary Economics,Emi Nakamura; Jón Steinsson,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22ME,captured official printable agenda
2022,PPL,Personnel Economics,Mitchell Hoffman; Kathryn L. Shaw; Raffaella Sadun,3,1,1,200,15,1,0.06666666666666667,https://conference.nber.org/agenda/simple_printable?conf_id=SI22PPL,captured official printable agenda
2022,POL,Political Economy,Francesco Trebbi; Ebonya L. Washington,2,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22POL,captured official printable agenda
2022,PE,Public Economics,Michael C. Best; Eric Chyn; Peter Ganong; Dmitry Taubinsky; Winnie van Dijk,5,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22PE,captured official printable agenda
2022,REAL,Real Estate,Benjamin J. Keys; Tomasz Piskorski,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22REAL,captured official printable agenda
2022,RISK,Risks of Financial Institutions,Mark Carey; René M. Stulz,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22RISK,captured official printable agenda
2022,SIP,Science of Science Funding,Paula Stephan; Reinhilde Veugelers,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22SF,captured official printable agenda
2022,URB,Urban Economics,Edward L. Glaeser,1,1,1,200,28,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI22URB,captured official printable agenda
2023,EFMPL,Aggregate Labor Market,Philipp Kircher; Guido Menzio; Giuseppe Moscarini,3,1,1,200,18,1,0.05555555555555555,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFMPL,captured official printable agenda
2023,AG,Aging,David M. Cutler; Kosali I. Simon; Jonathan S. Skinner,3,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23AG,captured official printable agenda
2023,AP,Asset Pricing,Ralph S. J. Koijen; Sydney C. Ludvigson,2,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23AP,captured official printable agenda
2023,EFBEM,Behavioral Macro,Andrew Caplin; Michael Woodford,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFBEM,captured official printable agenda
2023,HPC,Big Data and High-Performance Computing,Toni Whited; Mao Ye,2,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23HPC,captured official printable agenda
2023,CRIWPC,CRIW Pre-Conference,Randall Akee; Lawrence F. Katz; Mark Loewenstein; Kimberly Mehlman-Orozco,4,1,0,400,,,,https://conference.nber.org/agenda/simple_printable?conf_id=SI23CRIWPC,not captured; http_status=400; blank is not zero
2023,EFEL,Capital Markets and the Economy,Janice C. Eberly; Deborah J. Lucas,2,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFEL,captured official printable agenda
2023,CH,Children,Janet Currie; Anna Aizer,2,1,1,200,21,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23CH,captured official printable agenda
2023,CRIW,Conference on Research in Income and Wealth,Katharine G. Abraham; Susanto Basu; David M. Byrne,3,1,1,200,16,1,0.0625,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PRCR,captured official printable agenda
2023,CF,Corporate Finance,Antoinette Schoar; Amir Sufi,2,1,1,200,10,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23CF,captured official printable agenda
2023,DEV,Development Economics,Orazio Attanasio; Emily Breza; Claudio Ferraz; Rachel Glennerster; Seema Jayachandran; Jeremy Magruder; Anant Nyshadham; Leonard Wantchekon,8,1,1,200,19,1,0.05263157894736842,https://conference.nber.org/agenda/simple_printable?conf_id=SI23DEV,captured official printable agenda
2023,DAE,Development of the American Economy,Katherine Eriksson; Martin Fiszbein; Joshua K. Hausman; Leah Platt Boustan; William J. Collins,5,1,1,200,31,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23DAE,captured official printable agenda
2023,PRIT,Digital Economics and Artificial Intelligence,Erik Brynjolfsson; Avi Goldfarb; Catherine Tucker,3,1,1,200,23,1,0.043478260869565216,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PRIT,captured official printable agenda
2023,DEM,Dynamic Equilibrium Models,S. Borağan Aruoba; Jesús Fernández-Villaverde; Frank Schorfheide,3,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFSF,captured official printable agenda
2023,EFEG,EFG Program Meeting,Jennifer La'O; Giovanni L. Violante,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=EFGs23,captured official printable agenda
2023,EFG,Economic Growth,Ufuk Akcigit; Francisco J. Buera; David Lagakos,3,1,1,200,12,1,0.08333333333333333,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFEG,captured official printable agenda
2023,CRI,Economics of Crime,Jens Ludwig; Crystal Yang,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23CRI,captured official printable agenda
2023,ED,Economics of Education,Caroline M. Hoxby,1,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23ED,captured official printable agenda
2023,EH,Economics of Health,Leila Agha; Christopher S. Carpenter; Laura Dague; Amy Finkelstein; Benjamin R. Handel; Alex Hollingsworth,6,1,1,200,14,1,0.07142857142857142,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EH,captured official printable agenda
2023,PENS,Economics of National Security,Samuel Bazzi; Eli Berman,2,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PENS,captured official printable agenda
2023,PESS,Economics of Social Security,Manasi Deshpande; James M. Poterba,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23ESS,captured official printable agenda
2023,ENT,Entrepreneurship,Yael Hochberg; Josh Lerner; David T. Robinson,3,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PRENT,captured official printable agenda
2023,EEE,Environmental & Energy Economics,Tamma Carleton; Matthew Kotchen,2,1,1,200,23,1,0.043478260869565216,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EEE,captured official printable agenda
2023,EFFE,Forecasting and Empirical Methods,Allan Timmermann; Jonathan H. Wright,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFFE,captured official printable agenda
2023,GE,Gender in the Economy,Jessica Goldberg; Claudia Goldin; Claudia Olivetti; Jessica Pan; Alessandra Voena,5,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23GE,captured official printable agenda
2023,HF,Household Finance,Adair Morse; Constantine Yannelis; Stephen P. Zeldes,3,1,1,200,15,1,0.06666666666666667,https://conference.nber.org/agenda/simple_printable?conf_id=SI23HF,captured official printable agenda
2023,IFMDS,IFM Data Session,Jesse Schreger; Chenzi Xu,2,1,1,200,5,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23IFMDS,captured official printable agenda
2023,IPM,Impulse and Propagation Mechanisms,Lawrence Christiano; Martin S. Eichenbaum,2,1,1,200,20,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFCE,captured official printable agenda
2023,IO,Industrial Organization,Zach Y. Brown; Liran Einav; Adam Kapor; Amanda Starc; Kevin R. Williams,5,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23IO,captured official printable agenda
2023,EFDIS,Inequality and the Macroeconomy,Roland Bénabou; Raquel Fernández; Jonathan Heathcote,3,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFDIS,captured official printable agenda
2023,PRINN,Innovation,Adam B. Jaffe; Benjamin Jones; Heidi L. Williams,3,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PRINN,captured official printable agenda
2023,IAP,International Asset Pricing,Karen K. Lewis; Adrien Verdelhan,2,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23IAP,captured official printable agenda
2023,IFM,International Finance & Macroeconomics,Fabrizio Perri; Stephanie Schmitt-Grohé,2,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23IFM,captured official printable agenda
2023,ITI,International Trade & Investment,Oleg Itskhoki; Ina Simonovska,2,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23ITI,captured official printable agenda
2023,ITM,International Trade & Macroeconomics,Javier Cravino; Katheryn Russ,2,1,1,200,4,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23ITM,captured official printable agenda
2023,LS,Labor Studies,David Autor; Rebecca Diamond; Patrick M. Kline; Brian K. Kovak; Alexandre Mas; Melvin Stephens; Lowell Taylor; Winnie van Dijk,8,1,1,200,27,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23LS,captured official printable agenda
2023,LE,Law and Economics,Christine Jolls,1,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23LE,captured official printable agenda
2023,MPF,Macro Public Finance,Dirk Krueger; Florian Scheuer; Stefanie Stantcheva; Aleh Tsyvinski,4,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23MPF,captured official printable agenda
2023,EFMB,Macro Within and Across Borders,Mark A. Aguiar; Cristina Arellano; Patrick J. Kehoe; Mark L.J. Wright,4,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFMB,captured official printable agenda
2023,MEFM,"Macro, Money and Financial Frictions",Markus K. Brunnermeier; Arvind Krishnamurthy; Guillermo Ordoñez,3,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23MEFM,captured official printable agenda
2023,PRMP,Macroeconomics and Productivity,Susanto Basu; Nicholas Bloom; Raffaella Sadun; Chad Syverson,4,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PRMP,captured official printable agenda
2023,EFMM,Micro Data and Macro Models,Erik Hurst; Greg Kaplan; Giovanni L. Violante,3,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23EFMM,captured official printable agenda
2023,ME,Monetary Economics,Emi Nakamura; Jón Steinsson,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23ME,captured official printable agenda
2023,PPL,Personnel Economics,Mitchell Hoffman; Christopher T. Stanton,2,1,1,200,15,1,0.06666666666666667,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PPL,captured official printable agenda
2023,POL,Political Economy,Matilde Bombardini; Ernesto Dal Bó; Suresh Naidu; Thomas R. Palfrey,4,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23POL,captured official printable agenda
2023,PE,Public Economics,Michael C. Best; Raj Chetty; Eric Chyn; Tatiana Homonoff; Maria Polyakova; Danny Yagan,6,1,1,200,11,2,0.18181818181818182,https://conference.nber.org/agenda/simple_printable?conf_id=SI23PE,captured official printable agenda
2023,REAL,Real Estate,Tomasz Piskorski; Maisy Wong,2,1,1,200,17,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23REAL,captured official printable agenda
2023,RISK,Risks of Financial Institutions,Mark Carey; René M. Stulz,2,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23RISK,captured official printable agenda
2023,SIP,Science of Science Funding,Paula Stephan; Reinhilde Veugelers,2,1,1,200,10,1,0.1,https://conference.nber.org/agenda/simple_printable?conf_id=SI23SF,captured official printable agenda
2023,URB,Urban Economics,Edward L. Glaeser,1,1,1,200,24,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI23URB,captured official printable agenda
2024,EFMPL,Aggregate Labor Market,Philipp Kircher; Guido Menzio; Giuseppe Moscarini,3,1,1,200,18,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMPL,captured official printable agenda
2024,AG,Aging,David M. Cutler; Kosali I. Simon; Jonathan S. Skinner,3,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24AG,captured official printable agenda
2024,AP,Asset Pricing,Ralph S. J. Koijen; Sydney C. Ludvigson,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24AP,captured official printable agenda
2024,EFBEM,Behavioral Macro,Andrew Caplin; Ulrike Malmendier,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFBEM,captured official printable agenda
2024,HPC,Big Data and High-Performance Computing,Toni Whited; Mao Ye,2,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24HPC,captured official printable agenda
2024,CRIWPC,CRIW Pre-Conference,Susan N. Houseman; Anne Polivka; Ayşegül Şahin,3,1,0,400,,,,https://conference.nber.org/agenda/simple_printable?conf_id=SI24CRIWPC,not captured; http_status=400; blank is not zero
2024,EFEL,Capital Markets and the Economy,Janice C. Eberly; Deborah J. Lucas,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFEL,captured official printable agenda
2024,CH,Children and Families,Janet Currie; Anna Aizer,2,1,1,200,22,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24CH,captured official printable agenda
2024,CRIW,Conference on Research in Income and Wealth,Katharine G. Abraham; Susanto Basu; David M. Byrne,3,1,1,200,18,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRCR,captured official printable agenda
2024,CF,Corporate Finance,Antoinette Schoar; Amir Sufi,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24CF,captured official printable agenda
2024,DEV,Development Economics,Shawn Cole; Oeindrila Dube; Andrew Foster; Seema Jayachandran; Supreet Kaur; Kaivan Munshi; Daniel Xu,7,1,1,200,19,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24DEV,captured official printable agenda
2024,DAE,Development of the American Economy,Martha J. Bailey; Leah Platt Boustan; William J. Collins; Joshua K. Hausman; Taylor Jaworski,5,1,1,200,31,1,0.03225806451612903,https://conference.nber.org/agenda/simple_printable?conf_id=SI24DAE,captured official printable agenda
2024,PRIT,Digital Economics and Artificial Intelligence,Erik Brynjolfsson; Avi Goldfarb; Catherine Tucker,3,1,1,200,24,1,0.041666666666666664,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRIT,captured official printable agenda
2024,DEM,Dynamic Equilibrium Models,S. Borağan Aruoba; Luigi Bocola; Jesús Fernández-Villaverde; Frank Schorfheide; Christian K. Wolf,5,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFSF,captured official printable agenda
2024,EFEG,EFG Program Meeting,Ellen McGrattan; Ludwig Straub,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=EFGs24,captured official printable agenda
2024,EFG,Economic Growth,Ufuk Akcigit; Francisco J. Buera; David Lagakos,3,1,1,200,12,1,0.08333333333333333,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFEG,captured official printable agenda
2024,CRI,Economics of Crime,Jens Ludwig; Crystal Yang,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24CRI,captured official printable agenda
2024,ED,Economics of Education,Caroline M. Hoxby,1,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ED,captured official printable agenda
2024,EH,Economics of Health,Christopher S. Carpenter; Amy Finkelstein; Joshua D. Gottlieb; Timothy Layton; Mario Macis; Analisa Packham; Maria Polyakova; Barton Willage,8,1,1,200,16,1,0.0625,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EH,captured official printable agenda
2024,PESS,Economics of Social Security,Manasi Deshpande; James M. Poterba,2,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ESS,captured official printable agenda
2024,ENT,Entrepreneurship,Yael Hochberg; Josh Lerner; David T. Robinson,3,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRENT,captured official printable agenda
2024,EEE,Environmental & Energy Economics,Douglas Almond; Ashley Langer; Joseph S. Shapiro; Catherine Wolfram,4,1,1,200,20,2,0.1,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EEE,captured official printable agenda
2024,EFFE,Forecasting and Empirical Methods,Allan Timmermann; Jonathan H. Wright,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFFE,captured official printable agenda
2024,GE,Gender in the Economy,Jessica Goldberg; Claudia Goldin; Pamela Jakiela; Claudia Olivetti; Barbara Petrongolo,5,1,1,200,17,1,0.058823529411764705,https://conference.nber.org/agenda/simple_printable?conf_id=SI24GE,captured official printable agenda
2024,HF,Household Finance,Paul Goldsmith-Pinkham; Adair Morse; Stephen P. Zeldes,3,1,1,200,16,1,0.0625,https://conference.nber.org/agenda/simple_printable?conf_id=SI24HF,captured official printable agenda
2024,IFMDS,IFM Data Session,Jesse Schreger; Chenzi Xu,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24IFMDS,captured official printable agenda
2024,IPM,Impulse and Propagation Mechanisms,Lawrence Christiano; Martin S. Eichenbaum,2,1,1,200,20,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFCE,captured official printable agenda
2024,IO,Industrial Organization,C. Lanier Benkard; Tobias Salz; Pietro Tebaldi; Daniel C. Waldinger,4,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24IO,captured official printable agenda
2024,EFDIS,Inequality and the Macroeconomy,Roland Bénabou; Raquel Fernández; Jonathan Heathcote,3,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFDIS,captured official printable agenda
2024,PRINN,Innovation,Adam B. Jaffe; Benjamin Jones; Heidi L. Williams,3,1,1,200,11,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRINN,captured official printable agenda
2024,IEG,International Economics and Geopolitics,Matteo Maggiori; Jesse Schreger,2,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24IEG,captured official printable agenda
2024,IFM,International Finance & Macroeconomics,Stephanie Schmitt-Grohé; Pablo Ottonello,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24IFM,captured official printable agenda
2024,ITI,International Trade & Investment,Cécile Gaubert; Oleg Itskhoki,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ITI,captured official printable agenda
2024,ITM,International Trade & Macroeconomics,Yan Bai; Javier Cravino,2,1,1,200,4,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ITM,captured official printable agenda
2024,LS,Labor Studies,David Autor; Sydnee Caldwell; Andrew Garin; Patrick M. Kline; Thibaut Lamadon; Alexandre Mas; Evan K. Rose; Melanie Wasserman,8,1,1,200,34,1,0.029411764705882353,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LS,captured official printable agenda
2024,LE,Law and Economics,Christine Jolls,1,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LE,captured official printable agenda
2024,MPF,Macro Public Finance,Dirk Krueger; Florian Scheuer; Stefanie Stantcheva; Aleh Tsyvinski,4,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MPF,captured official printable agenda
2024,EFMB,Macro Within and Across Borders,Mark A. Aguiar; Cristina Arellano; Patrick J. Kehoe; Mark L.J. Wright,4,1,1,200,6,1,0.16666666666666666,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMB,captured official printable agenda
2024,MEFM,"Macro, Money and Financial Frictions",Markus K. Brunnermeier; Arvind Krishnamurthy; Guillermo Ordoñez,3,1,1,200,10,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MEFM,captured official printable agenda
2024,PRMP,Macroeconomics and Productivity,Susanto Basu; Nicholas Bloom; Raffaella Sadun; Chad Syverson,4,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRMP,captured official printable agenda
2024,EFMM,Micro Data and Macro Models,Erik Hurst; Greg Kaplan; Giovanni L. Violante,3,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMM,captured official printable agenda
2024,ME,Monetary Economics,Emi Nakamura; Jón Steinsson,2,1,1,200,19,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ME,captured official printable agenda
2024,PPL,Personnel Economics,Mitchell Hoffman; Lisa B. Kahn,2,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PPL,captured official printable agenda
2024,POL,Political Economy,Wioletta Dziuda; Georgy Egorov; Ilyana Kuziemko; Guo Xu,4,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24POL,captured official printable agenda
2024,PE,Public Economics,Augustin Bergeron; Raj Chetty; Eric Chyn; Benjamin B. Lockwood; Maria Polyakova; Mathilde Muñoz; Tatiana Homonoff,7,1,1,200,11,2,0.18181818181818182,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE,captured official printable agenda
2024,REAL,Real Estate,Tomasz Piskorski; Benjamin J. Keys,2,1,1,200,17,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24REAL,captured official printable agenda
2024,SIP,Science of Science Funding,Megan MacGarvie; Paula Stephan; Reinhilde Veugelers,3,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24SF,captured official printable agenda
2024,URB,Urban Economics,Edward L. Glaeser,1,1,1,200,26,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI24URB,captured official printable agenda
2025,EFMPL,Aggregate Labor Market,Philipp Kircher; Guido Menzio; Giuseppe Moscarini,3,1,1,200,18,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMPL,captured official printable agenda
2025,AG,Aging,David M. Cutler; Kosali I. Simon; Jonathan S. Skinner,3,1,1,200,12,1,0.08333333333333333,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AG,captured official printable agenda
2025,AP,Asset Pricing,Ralph S. J. Koijen; Sydney C. Ludvigson,2,1,1,200,14,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AP,captured official printable agenda
2025,EFBEM,Behavioral Macro,Andrew Caplin; Ulrike Malmendier,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFBEM,captured official printable agenda
2025,HPC,Big Data and High-Performance Computing,Toni Whited; Mao Ye,2,1,1,200,9,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HPC,captured official printable agenda
2025,CRIWPC,CRIW Pre-Conference,Thesia Garner; Joseph Gyourko; Sonya Porter,3,1,0,400,,,,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRIWPC,not captured; http_status=400; blank is not zero
2025,EFEL,Capital Markets and the Economy,Janice C. Eberly; Deborah J. Lucas,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEL,captured official printable agenda
2025,CH,Children and Families,Anna Aizer; Janet Currie,2,1,1,200,24,1,0.041666666666666664,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CH,captured official printable agenda
2025,CRIW,Conference on Research in Income and Wealth,Susanto Basu; David M. Byrne; Karen Dynan,3,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRCR,captured official printable agenda
2025,CF,Corporate Finance,Antoinette Schoar; Amir Sufi,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CF,captured official printable agenda
2025,DEV,Development Economics,Arya Gaduh; Rema Hanna; Seema Jayachandran; Joseph P. Kaboski; Cynthia Kinnan; Ahmed Mushfiq Mobarak; Gautam Rao; Dean Yang,8,1,1,200,17,1,0.058823529411764705,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV,captured official printable agenda
2025,DAE,Development of the American Economy,Leah Platt Boustan; William J. Collins; Shari Eli; Eric Hilt; Taylor Jaworski,5,1,1,200,31,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE,captured official printable agenda
2025,PRIT,Digital Economics and Artificial Intelligence,Erik Brynjolfsson; Avi Goldfarb; Catherine Tucker,3,1,1,200,25,1,0.04,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRIT,captured official printable agenda
2025,DEM,Dynamic Equilibrium Models,S. Borağan Aruoba; Luigi Bocola; Jesús Fernández-Villaverde; Christian K. Wolf,4,1,1,200,7,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFSF,captured official printable agenda
2025,EFEG,EFG Program Meeting,Yueran Ma; Michael Peters,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFG,captured official printable agenda
2025,EFG,Economic Growth,Ufuk Akcigit; Francisco J. Buera; David Lagakos,3,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEG,captured official printable agenda
2025,CRI,Economics of Crime,Jens Ludwig; Crystal Yang,2,1,1,200,12,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRI,captured official printable agenda
2025,ED,Economics of Education,Caroline M. Hoxby,1,1,1,200,8,1,0.125,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ED,captured official printable agenda
2025,EH,Economics of Health,Colleen Carey; Christopher S. Carpenter; Paul J. Eliason; Amy Finkelstein; Sarah Miller; Erik T. Nesson; Adam Sacarny; Meghan Skira,8,1,1,200,17,1,0.058823529411764705,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH,captured official printable agenda
2025,PESS,Economics of Social Security,Manasi Deshpande; James M. Poterba,2,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ESS,captured official printable agenda
2025,ENT,Entrepreneurship,Yael Hochberg; Josh Lerner; David T. Robinson,3,1,1,200,8,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRENT,captured official printable agenda
2025,EEE,Environmental & Energy Economics,Hannah Druckenmiller; Meredith Fowlie; Will Rafey; Nicholas Ryan,4,1,1,200,18,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EEE,captured official printable agenda
2025,EFFE,Forecasting and Empirical Methods,Allan Timmermann; Jonathan H. Wright,2,1,1,200,16,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFFE,captured official printable agenda
2025,EM,Frontier Econometric Methods,Isaiah Andrews; Susan Athey; Christopher R. Walters,3,1,1,200,6,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EM,captured official printable agenda
2025,GE,Gender in the Economy,Marcella Alsan; Jessica Goldberg; Claudia Goldin; Claudia Olivetti; Melanie Wasserman,5,1,1,200,23,0,0.0,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE,captured official printable agenda
