program_code,trend_raw,se,tstat_raw,trend_per_year,program_name
HEBNH,-0.0036655110735011806,0.0006032247947738513,-6.0765258743639325,-0.00022701907953746924,Health Economics: Behavioral and New Health
LE,-0.003759187797158307,0.0004909868048803299,-7.656392717263651,-0.00032069580319459565,Law and Economics
MPF,-0.003907624661197013,0.0007693241053547851,-5.079295753244278,-0.00046913266723330174,Macro Public Finance
ENT,-0.003967489344527881,0.0007200536219663726,-5.509991511039393,-0.0005289973505641699,Entrepreneurship
GE,-0.004108367022619092,0.0023121402714916263,-1.776867551365588,-0.0006698750286553809,Gender in the Economy
IPM,-0.0042625845467804185,0.0017449628594047397,-2.4427938530648823,-0.0008240925528167071,Impulse and Propagation Mechanisms
EFSF,-0.004544401512066023,0.0007235548857520734,-6.280659009499336,-0.001105909518102312,Financial Frictions and the Macroeconomy
CRIW,-0.005020754275263866,0.0005162225786798109,-9.72594861717199,-0.0015822622813001547,Conference on Research in Income and Wealth
EFMPL,-0.005136195400375329,0.0005071879757602995,-10.126808295634222,-0.0016977034064116175,Aggregate Labor Market
RISK,-0.005375968811458678,0.0006874827267073301,-7.819787468998177,-0.0019374768174949667,Risks of Financial Institutions
EFACR,-0.005639843963853879,0.0006431573661206907,-8.768995367139343,-0.0022013519698901676,Aggregate Implications of Microeconomic Consumption Behavior
DEM,-0.005865731738407369,0.001681246755446028,-3.4889178042465363,-0.0024272397444436576,Dynamic Equilibrium Models
PRMP,-0.006040912520402254,0.0007710879599048166,-7.834271619476391,-0.0026024205264385428,Macroeconomics and Productivity
SIP,-0.0060607550510576955,0.0007090565050232316,-8.547633380585262,-0.002622263057093984,Science of Science Funding
IASE,-0.006097161609261933,0.0013147810685378036,-4.637396867938415,-0.0026586696152982215,International Aspects of the U.S. Economy
REAL,-0.00622994869844378,0.0005304796775388417,-11.743991263430866,-0.002791456704480069,Real Estate
LBAPRE,-0.006380886937368013,0.001302888906368269,-4.897491187605844,-0.0029423949434043014,"Labor, Applied Price, and Real-Economy Workshop"
EFDIS,-0.006750888397860629,0.0005061998508389144,-13.336409298960723,-0.0033123964038969177,Inequality and the Macroeconomy
PRPD,-0.01084435566338501,0.0008660088886571865,-12.522222121992327,-0.007405863669421298,"Productivity, Development, and Entrepreneurship"
MM,-0.012921935702958787,0.0023063718099048374,-5.60271143076968,-0.009483443708995076,Macroeconomic Models
IEG,-0.014274537133427738,0.006684724024235757,-2.135396626947468,-0.010836045139464026,International Economics and Geopolitics
EH,-0.015294823854064575,0.00480987588783247,-3.1798791093042236,-0.011856331860100863,Economics of Health
CG,-0.01902588583012501,0.002719382560583036,-6.996399148064646,-0.015587393836161298,Corporate Governance
HPC,-0.019195466958407358,0.0012007105189576145,-15.986756720572183,-0.015756974964443646,Big Data and High-Performance Computing
PET,-0.02001802560222989,0.0023183899640722367,-8.634451456591176,-0.016579533608266177,Public Economics: Taxation
EM,-0.02046912613556181,0.0115643385967197,-1.7700213431460758,-0.017030634141598097,Frontier Econometric Methods
CRA,-0.02117365788813881,0.0025935290331590816,-8.16403349159657,-0.0177351658941751,Capital and Risk Allocation
CRP,-0.17214330070505302,0.0107098133024656,-16.07341751376958,-0.1687048087110893,Corruption and Reform
