year,program_code,program_name,organizer_name,organizer_name_normalized,agenda_captured,papers_total,source_url
2024,LS,Labor Studies,Thibaut Lamadon,thibaut lamadon,1,35,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LS
2024,LS,Labor Studies,Alexandre Mas,alexandre mas,1,35,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LS
2024,LS,Labor Studies,Evan K. Rose,evan k rose,1,35,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LS
2024,LS,Labor Studies,Melanie Wasserman,melanie wasserman,1,35,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LS
2024,LE,Law and Economics,Christine Jolls,christine jolls,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI24LE
2024,MPF,Macro Public Finance,Dirk Krueger,dirk krueger,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MPF
2024,MPF,Macro Public Finance,Florian Scheuer,florian scheuer,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MPF
2024,MPF,Macro Public Finance,Stefanie Stantcheva,stefanie stantcheva,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MPF
2024,MPF,Macro Public Finance,Aleh Tsyvinski,aleh tsyvinski,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MPF
2024,EFMB,Macro Within and Across Borders,Mark A. Aguiar,mark a aguiar,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMB
2024,EFMB,Macro Within and Across Borders,Cristina Arellano,cristina arellano,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMB
2024,EFMB,Macro Within and Across Borders,Patrick J. Kehoe,patrick j kehoe,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMB
2024,EFMB,Macro Within and Across Borders,Mark L.J. Wright,mark l j wright,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMB
2024,MEFM,"Macro, Money and Financial Frictions",Markus K. Brunnermeier,markus k brunnermeier,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MEFM
2024,MEFM,"Macro, Money and Financial Frictions",Arvind Krishnamurthy,arvind krishnamurthy,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MEFM
2024,MEFM,"Macro, Money and Financial Frictions",Guillermo Ordoñez,guillermo ordonez,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI24MEFM
2024,PRMP,Macroeconomics and Productivity,Susanto Basu,susanto basu,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRMP
2024,PRMP,Macroeconomics and Productivity,Nicholas Bloom,nicholas bloom,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRMP
2024,PRMP,Macroeconomics and Productivity,Raffaella Sadun,raffaella sadun,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRMP
2024,PRMP,Macroeconomics and Productivity,Chad Syverson,chad syverson,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PRMP
2024,EFMM,Micro Data and Macro Models,Erik Hurst,erik hurst,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMM
2024,EFMM,Micro Data and Macro Models,Greg Kaplan,greg kaplan,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMM
2024,EFMM,Micro Data and Macro Models,Giovanni L. Violante,giovanni l violante,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24EFMM
2024,ME,Monetary Economics,Emi Nakamura,emi nakamura,1,19,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ME
2024,ME,Monetary Economics,Jón Steinsson,jon steinsson,1,19,https://conference.nber.org/agenda/simple_printable?conf_id=SI24ME
2024,PPL,Personnel Economics,Mitchell Hoffman,mitchell hoffman,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PPL
2024,PPL,Personnel Economics,Lisa B. Kahn,lisa b kahn,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PPL
2024,POL,Political Economy,Wioletta Dziuda,wioletta dziuda,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI24POL
2024,POL,Political Economy,Georgy Egorov,georgy egorov,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI24POL
2024,POL,Political Economy,Ilyana Kuziemko,ilyana kuziemko,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI24POL
2024,POL,Political Economy,Guo Xu,guo xu,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI24POL
2024,PE,Public Economics,Augustin Bergeron,augustin bergeron,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Raj Chetty,raj chetty,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Eric Chyn,eric chyn,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Benjamin B. Lockwood,benjamin b lockwood,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Maria Polyakova,maria polyakova,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Mathilde Muñoz,mathilde munoz,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,PE,Public Economics,Tatiana Homonoff,tatiana homonoff,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI24PE
2024,REAL,Real Estate,Tomasz Piskorski,tomasz piskorski,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI24REAL
2024,REAL,Real Estate,Benjamin J. Keys,benjamin j keys,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI24REAL
2024,SIP,Science of Science Funding,Megan MacGarvie,megan macgarvie,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24SF
2024,SIP,Science of Science Funding,Paula Stephan,paula stephan,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24SF
2024,SIP,Science of Science Funding,Reinhilde Veugelers,reinhilde veugelers,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI24SF
2024,URB,Urban Economics,Edward L. Glaeser,edward l glaeser,1,26,https://conference.nber.org/agenda/simple_printable?conf_id=SI24URB
2025,EFMPL,Aggregate Labor Market,Philipp Kircher,philipp kircher,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMPL
2025,EFMPL,Aggregate Labor Market,Guido Menzio,guido menzio,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMPL
2025,EFMPL,Aggregate Labor Market,Giuseppe Moscarini,giuseppe moscarini,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMPL
2025,AG,Aging,David M. Cutler,david m cutler,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AG
2025,AG,Aging,Kosali I. Simon,kosali i simon,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AG
2025,AG,Aging,Jonathan S. Skinner,jonathan s skinner,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AG
2025,AP,Asset Pricing,Ralph S. J. Koijen,ralph s j koijen,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AP
2025,AP,Asset Pricing,Sydney C. Ludvigson,sydney c ludvigson,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI25AP
2025,EFBEM,Behavioral Macro,Andrew Caplin,andrew caplin,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFBEM
2025,EFBEM,Behavioral Macro,Ulrike Malmendier,ulrike malmendier,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFBEM
2025,HPC,Big Data and High-Performance Computing,Toni Whited,toni whited,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HPC
2025,HPC,Big Data and High-Performance Computing,Mao Ye,mao ye,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HPC
2025,CRIWPC,CRIW Pre-Conference,Thesia Garner,thesia garner,0,,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRIWPC
2025,CRIWPC,CRIW Pre-Conference,Joseph Gyourko,joseph gyourko,0,,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRIWPC
2025,CRIWPC,CRIW Pre-Conference,Sonya Porter,sonya porter,0,,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRIWPC
2025,EFEL,Capital Markets and the Economy,Janice C. Eberly,janice c eberly,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEL
2025,EFEL,Capital Markets and the Economy,Deborah J. Lucas,deborah j lucas,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEL
2025,CH,Children and Families,Anna Aizer,anna aizer,1,24,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CH
2025,CH,Children and Families,Janet Currie,janet currie,1,24,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CH
2025,CRIW,Conference on Research in Income and Wealth,Susanto Basu,susanto basu,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRCR
2025,CRIW,Conference on Research in Income and Wealth,David M. Byrne,david m byrne,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRCR
2025,CRIW,Conference on Research in Income and Wealth,Karen Dynan,karen dynan,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRCR
2025,CF,Corporate Finance,Antoinette Schoar,antoinette schoar,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CF
2025,CF,Corporate Finance,Amir Sufi,amir sufi,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CF
2025,DEV,Development Economics,Arya Gaduh,arya gaduh,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Rema Hanna,rema hanna,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Seema Jayachandran,seema jayachandran,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Joseph P. Kaboski,joseph p kaboski,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Cynthia Kinnan,cynthia kinnan,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Ahmed Mushfiq Mobarak,ahmed mushfiq mobarak,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Gautam Rao,gautam rao,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DEV,Development Economics,Dean Yang,dean yang,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DEV
2025,DAE,Development of the American Economy,Leah Platt Boustan,leah platt boustan,1,31,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE
2025,DAE,Development of the American Economy,William J. Collins,william j collins,1,31,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE
2025,DAE,Development of the American Economy,Shari Eli,shari eli,1,31,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE
2025,DAE,Development of the American Economy,Eric Hilt,eric hilt,1,31,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE
2025,DAE,Development of the American Economy,Taylor Jaworski,taylor jaworski,1,31,https://conference.nber.org/agenda/simple_printable?conf_id=SI25DAE
2025,PRIT,Digital Economics and Artificial Intelligence,Erik Brynjolfsson,erik brynjolfsson,1,25,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRIT
2025,PRIT,Digital Economics and Artificial Intelligence,Avi Goldfarb,avi goldfarb,1,25,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRIT
2025,PRIT,Digital Economics and Artificial Intelligence,Catherine Tucker,catherine tucker,1,25,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRIT
2025,DEM,Dynamic Equilibrium Models,S. Borağan Aruoba,s boragan aruoba,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFSF
2025,DEM,Dynamic Equilibrium Models,Luigi Bocola,luigi bocola,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFSF
2025,DEM,Dynamic Equilibrium Models,Jesús Fernández-Villaverde,jesus fernandez-villaverde,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFSF
2025,DEM,Dynamic Equilibrium Models,Christian K. Wolf,christian k wolf,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFSF
2025,EFEG,EFG Program Meeting,Yueran Ma,yueran ma,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFG
2025,EFEG,EFG Program Meeting,Michael Peters,michael peters,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFG
2025,EFG,Economic Growth,Ufuk Akcigit,ufuk akcigit,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEG
2025,EFG,Economic Growth,Francisco J. Buera,francisco j buera,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEG
2025,EFG,Economic Growth,David Lagakos,david lagakos,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFEG
2025,CRI,Economics of Crime,Jens Ludwig,jens ludwig,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRI
2025,CRI,Economics of Crime,Crystal Yang,crystal yang,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25CRI
2025,ED,Economics of Education,Caroline M. Hoxby,caroline m hoxby,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ED
2025,EH,Economics of Health,Colleen Carey,colleen carey,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Christopher S. Carpenter,christopher s carpenter,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Paul J. Eliason,paul j eliason,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Amy Finkelstein,amy finkelstein,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Sarah Miller,sarah miller,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Erik T. Nesson,erik t nesson,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Adam Sacarny,adam sacarny,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,EH,Economics of Health,Meghan Skira,meghan skira,1,17,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EH
2025,PESS,Economics of Social Security,Manasi Deshpande,manasi deshpande,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ESS
2025,PESS,Economics of Social Security,James M. Poterba,james m poterba,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ESS
2025,ENT,Entrepreneurship,Yael Hochberg,yael hochberg,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRENT
2025,ENT,Entrepreneurship,Josh Lerner,josh lerner,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRENT
2025,ENT,Entrepreneurship,David T. Robinson,david t robinson,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRENT
2025,EEE,Environmental & Energy Economics,Hannah Druckenmiller,hannah druckenmiller,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EEE
2025,EEE,Environmental & Energy Economics,Meredith Fowlie,meredith fowlie,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EEE
2025,EEE,Environmental & Energy Economics,Will Rafey,will rafey,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EEE
2025,EEE,Environmental & Energy Economics,Nicholas Ryan,nicholas ryan,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EEE
2025,EFFE,Forecasting and Empirical Methods,Allan Timmermann,allan timmermann,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFFE
2025,EFFE,Forecasting and Empirical Methods,Jonathan H. Wright,jonathan h wright,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFFE
2025,EM,Frontier Econometric Methods,Isaiah Andrews,isaiah andrews,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EM
2025,EM,Frontier Econometric Methods,Susan Athey,susan athey,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EM
2025,EM,Frontier Econometric Methods,Christopher R. Walters,christopher r walters,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EM
2025,GE,Gender in the Economy,Marcella Alsan,marcella alsan,1,23,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE
2025,GE,Gender in the Economy,Jessica Goldberg,jessica goldberg,1,23,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE
2025,GE,Gender in the Economy,Claudia Goldin,claudia goldin,1,23,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE
2025,GE,Gender in the Economy,Claudia Olivetti,claudia olivetti,1,23,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE
2025,GE,Gender in the Economy,Melanie Wasserman,melanie wasserman,1,23,https://conference.nber.org/agenda/simple_printable?conf_id=SI25GE
2025,HF,Household Finance,Janet Gao,janet gao,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HF
2025,HF,Household Finance,Adair Morse,adair morse,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HF
2025,HF,Household Finance,Stephen P. Zeldes,stephen p zeldes,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25HF
2025,IFMDS,IFM Data Session,Jesse Schreger,jesse schreger,1,5,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IFMDS
2025,IFMDS,IFM Data Session,Chenzi Xu,chenzi xu,1,5,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IFMDS
2025,IPM,Impulse and Propagation Mechanisms,Lawrence Christiano,lawrence christiano,1,20,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFCE
2025,IPM,Impulse and Propagation Mechanisms,Martin S. Eichenbaum,martin s eichenbaum,1,20,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFCE
2025,IO,Industrial Organization,Milena Almagro,milena almagro,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IO
2025,IO,Industrial Organization,Mert Demirer,mert demirer,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IO
2025,IO,Industrial Organization,Liran Einav,liran einav,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IO
2025,IO,Industrial Organization,Charles Hodgson,charles hodgson,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IO
2025,IO,Industrial Organization,Stephen P. Ryan,stephen p ryan,1,10,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IO
2025,EFDIS,Inequality and the Macroeconomy,Roland Bénabou,roland benabou,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFDIS
2025,EFDIS,Inequality and the Macroeconomy,Raquel Fernández,raquel fernandez,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFDIS
2025,EFDIS,Inequality and the Macroeconomy,Jonathan Heathcote,jonathan heathcote,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFDIS
2025,PRINN,Innovation,Adam B. Jaffe,adam b jaffe,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRINN
2025,PRINN,Innovation,Benjamin Jones,benjamin jones,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRINN
2025,PRINN,Innovation,Heidi L. Williams,heidi l williams,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRINN
2025,IAP,International Asset Pricing,Karen K. Lewis,karen k lewis,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IAP
2025,IAP,International Asset Pricing,Adrien Verdelhan,adrien verdelhan,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IAP
2025,IEG,International Economics and Geopolitics,Matteo Maggiori,matteo maggiori,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IEG
2025,IEG,International Economics and Geopolitics,Jesse Schreger,jesse schreger,1,7,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IEG
2025,IFM,International Finance & Macroeconomics,Pablo Ottonello,pablo ottonello,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IFM
2025,IFM,International Finance & Macroeconomics,Vincenzo Quadrini,vincenzo quadrini,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25IFM
2025,ITI,International Trade & Investment,Treb Allen,treb allen,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ITI
2025,ITI,International Trade & Investment,Cécile Gaubert,cecile gaubert,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ITI
2025,ITM,International Trade & Macroeconomics,Yan Bai,yan bai,1,4,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ITM
2025,ITM,International Trade & Macroeconomics,Michael E. Waugh,michael e waugh,1,4,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ITM
2025,LS,Labor Studies,David Arnold,david arnold,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,David Autor,david autor,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Zoë B. Cullen,zoe b cullen,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Alessandra Fenizia,alessandra fenizia,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Matthew S. Johnson,matthew s johnson,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Kurt J. Lavetti,kurt j lavetti,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Alexandre Mas,alexandre mas,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Pascual Restrepo,pascual restrepo,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LS,Labor Studies,Nina Roussille,nina roussille,1,27,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LS
2025,LE,Law and Economics,Christine Jolls,christine jolls,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25LE
2025,MPF,Macro Public Finance,Dirk Krueger,dirk krueger,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MPF
2025,MPF,Macro Public Finance,Florian Scheuer,florian scheuer,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MPF
2025,MPF,Macro Public Finance,Stefanie Stantcheva,stefanie stantcheva,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MPF
2025,MPF,Macro Public Finance,Aleh Tsyvinski,aleh tsyvinski,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MPF
2025,EFMB,Macro Within and Across Borders,Mark A. Aguiar,mark a aguiar,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMB
2025,EFMB,Macro Within and Across Borders,Cristina Arellano,cristina arellano,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMB
2025,EFMB,Macro Within and Across Borders,Patrick J. Kehoe,patrick j kehoe,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMB
2025,EFMB,Macro Within and Across Borders,Mark L.J. Wright,mark l j wright,1,6,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMB
2025,MEFM,"Macro, Money and Financial Frictions",Markus K. Brunnermeier,markus k brunnermeier,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MEFM
2025,MEFM,"Macro, Money and Financial Frictions",Arvind Krishnamurthy,arvind krishnamurthy,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MEFM
2025,MEFM,"Macro, Money and Financial Frictions",Guillermo Ordoñez,guillermo ordonez,1,9,https://conference.nber.org/agenda/simple_printable?conf_id=SI25MEFM
2025,PRMP,Macroeconomics and Productivity,Susanto Basu,susanto basu,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRMP
2025,PRMP,Macroeconomics and Productivity,Nicholas Bloom,nicholas bloom,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRMP
2025,PRMP,Macroeconomics and Productivity,Raffaella Sadun,raffaella sadun,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRMP
2025,PRMP,Macroeconomics and Productivity,Chad Syverson,chad syverson,1,8,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PRMP
2025,EFMM,Micro Data and Macro Models,Erik Hurst,erik hurst,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMM
2025,EFMM,Micro Data and Macro Models,Greg Kaplan,greg kaplan,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMM
2025,EFMM,Micro Data and Macro Models,Giovanni L. Violante,giovanni l violante,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25EFMM
2025,ME,Monetary Economics,Emi Nakamura,emi nakamura,1,19,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ME
2025,ME,Monetary Economics,Jón Steinsson,jon steinsson,1,19,https://conference.nber.org/agenda/simple_printable?conf_id=SI25ME
2025,PPL,Personnel Economics,Mitchell Hoffman,mitchell hoffman,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PPL
2025,PPL,Personnel Economics,Fabian Lange,fabian lange,1,16,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PPL
2025,POL,Political Economy,Filipe R. Campante,filipe r campante,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25POL
2025,POL,Political Economy,Karam Kang,karam kang,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25POL
2025,POL,Political Economy,Nancy Qian,nancy qian,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25POL
2025,POL,Political Economy,Romain Wacziarg,romain wacziarg,1,12,https://conference.nber.org/agenda/simple_printable?conf_id=SI25POL
2025,PE,Public Economics,Raj Chetty,raj chetty,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,PE,Public Economics,Itzik Fadlon,itzik fadlon,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,PE,Public Economics,Tatiana Homonoff,tatiana homonoff,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,PE,Public Economics,Benjamin B. Lockwood,benjamin b lockwood,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,PE,Public Economics,Mathilde Muñoz,mathilde munoz,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,PE,Public Economics,Maria Polyakova,maria polyakova,1,11,https://conference.nber.org/agenda/simple_printable?conf_id=SI25PE
2025,REAL,Real Estate,Christopher Palmer,christopher palmer,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25REAL
2025,REAL,Real Estate,Tomasz Piskorski,tomasz piskorski,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25REAL
2025,REAL,Real Estate,Winnie van Dijk,winnie van dijk,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25REAL
2025,REAL,Real Estate,Maisy Wong,maisy wong,1,18,https://conference.nber.org/agenda/simple_printable?conf_id=SI25REAL
2025,SIP,Science of Science Funding,Megan MacGarvie,megan macgarvie,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI25SF
2025,SIP,Science of Science Funding,Paula Stephan,paula stephan,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI25SF
2025,SIP,Science of Science Funding,Reinhilde Veugelers,reinhilde veugelers,1,14,https://conference.nber.org/agenda/simple_printable?conf_id=SI25SF
