program_code,trend_raw,se,tstat_raw,trend_per_year,program_name
ENT,-0.003219851634991438,0.0007382153934939309,-4.361669593141462,0.00032680451296824165,Entrepreneurship
PEPF,-0.0032250807794853755,0.0014655905985726514,-2.2005332066310355,0.0003215753684743042,Public Economics and Public Finance
LE,-0.003696631692780711,0.0004946192526254281,-7.473691477149487,-0.00014997554482103128,Law and Economics
FMS,-0.003914416818639302,0.0006360963355833432,-6.153811301317305,-0.00036776067067962204,Financial Market Structure
HEBNH,-0.004611421236045445,0.0006605558733184645,-6.981122146229415,-0.0010647650880857649,Health Economics: Behavioral and New Health
IPM,-0.004736822255761032,0.0018721353481357332,-2.53017083432453,-0.0011901661078013524,Impulse and Propagation Mechanisms
EFMPL,-0.004868614173373655,0.0004946192526254224,-9.84315541202898,-0.0013219580254139754,Aggregate Labor Market
CRIW,-0.005019862079078064,0.0004946192526254222,-10.148941943591575,-0.0014732059311183847,Conference on Research in Income and Wealth
EFSF,-0.005067540005989884,0.000853180898616437,-5.939584458826578,-0.001520883858030204,Financial Frictions and the Macroeconomy
PRMP,-0.005436252885418731,0.0007808891983913967,-6.961618750287767,-0.0018895967374590516,Macroeconomics and Productivity
EFACR,-0.005756224282548488,0.0005799409632702079,-9.925534920123464,-0.0022095681345888083,Aggregate Implications of Microeconomic Consumption Behavior
DEM,-0.005837711919695846,0.002149009858800905,-2.7164658625405966,-0.0022910557717361665,Dynamic Equilibrium Models
IASE,-0.005912355400121439,0.0015731987034490835,-3.758174594956874,-0.002365699252161759,International Aspects of the U.S. Economy
EFPD,-0.0059514690007263366,0.0012512596813243583,-4.756381980139553,-0.002404812852766657,Price Dynamics
SIP,-0.005993507083787223,0.0007585153071959104,-7.901629705989851,-0.0024468509358275435,Science of Science Funding
EFDIS,-0.00666943700467386,0.0004946192526254259,-13.483981808780522,-0.00312278085671418,Inequality and the Macroeconomy
REAL,-0.006990935765356008,0.0004946192526254242,-14.133974220065898,-0.0034442796173963282,Real Estate
RISK,-0.008899458914256954,0.000702050536918217,-12.676379329218669,-0.005352802766297274,Risks of Financial Institutions
LBAPRE,-0.009709297365626023,0.002149168249707662,-4.51769998321291,-0.006162641217666343,"Labor, Applied Price, and Real-Economy Workshop"
PRPD,-0.010719983308343086,0.00106853669460204,-10.032396044513547,-0.007173327160383406,"Productivity, Development, and Entrepreneurship"
IEG,-0.013946724613019375,0.006149340920531786,-2.2680031556639215,-0.010400068465059696,International Economics and Geopolitics
EH,-0.015195096013709143,0.004371024809475101,-3.476323442678849,-0.011648439865749463,Economics of Health
EM,-0.015878000959480977,0.013294750714148651,-1.1943060310700793,-0.012331344811521297,Frontier Econometric Methods
MM,-0.016883921402691612,0.0020750856723816846,-8.136493652964724,-0.013337265254731933,Macroeconomic Models
HPC,-0.018345991176958013,0.00134712019045648,-13.618674344671028,-0.014799335028998334,Big Data and High-Performance Computing
PET,-0.01925850510026335,0.0022561221992718236,-8.536109039873434,-0.015711848952303667,Public Economics: Taxation
CG,-0.020228690918227814,0.0033520922263941123,-6.034646290143416,-0.016682034770268132,Corporate Governance
CRA,-0.021693490643837396,0.0027528702825356747,-7.880317057240879,-0.018146834495877714,Capital and Risk Allocation
CRP,-0.1715930265650805,0.013347135841861976,-12.856168439291363,-0.1680463704171208,Corruption and Reform
